zid,xvoucher,xdate,xyear,xper,xcode,xastname,xastcatg,xastbook,xasttype,xastunit,xastbr,xastloc,xdiv,xsec,xproj,xdepmeth,xpurdate,xcur,xexch,xprime,xbase,xsup,xinvno,xnomlife,xestlife,xslvval,xretdate,xdepfactor,xprvunit,xprvbr,xprvloc,xprvdiv,xprvsec,xprvproj,xleasestat,xmortgstat,xassetstat,xpornum,xdateto,xcus,xmodel,xcondition,xmaxload,xunitalt,xmfgyear,xorigin,xmanufacturer,xarea,xthana,xmouza,xareagovt,xareaphys,xaruntgovt,xaruntphys,xdistrict,xdept,xsubdept,xglref,xlong,xdateord,xname,xalias,xrate,xratesys,xmarginsys,xinstalno,xappamt,xacccat,xtrnfa,xempnum,xdatework,xdocnum,xdocrow,xaction,xtag
,,31/8/2013,,,,Archi-Theme Partnership - Professional fee for architectural inspection @ LCK,CAT28,,TYP01,,,Facility,InVivos,,,SL - Straight Line,30/11/2012,SGD,1,762.09,762.09,,,211,201,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,Facility,,,,,,,,,,,,1-11207,,,,,,,
,,31/8/2013,,,,Audio Visual System,CAT03,,TYP01,,,Facility,InVivos,,,SL - Straight Line,30/11/2012,SGD,1,8968.1,8968.1,,,84,74,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,Facility,,2207-0001,,,,,,,,,,1-12207,,,,,,,
,,31/8/2013,,,,Authority Fee paid for LCK project by 30.11.2012,CAT27,,TYP01,,,Facility,InVivos,,,SL - Straight Line,30/11/2012,SGD,1,112651.24,112651.24,,,211,201,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,Facility,,,,,,,,,,,,1-11211,,,,,,,
,,31/8/2013,,,,Auto Tube brushing System,CAT04,,TYP01,,,Facility,InVivos,,,SL - Straight Line,30/11/2012,SGD,1,11919.06,11919.06,,,96,86,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,Facility,,2501-0001,,,,,,,,,,1-12501,,,,,,,
,,31/8/2013,,,,Auto Tube brushing System,CAT04,,TYP01,,,Facility,InVivos,,,SL - Straight Line,30/11/2012,SGD,1,11919.06,11919.06,,,96,86,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,Facility,,2501-0002,,,,,,,,,,1-12501,,,,,,,
,,31/8/2013,,,,BHS (Bedding Handling) System (Disposal and Dispensing),CAT05,,TYP01,,,Facility,InVivos,,,SL - Straight Line,30/11/2012,SGD,1,499677.92,499677.92,,,96,86,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,Facility,,2409-0001,,,,,,,,,,1-12409,,,,,,,
,,31/8/2013,,,,Bioquell - Clarus Hydrogen Peroxide Vapour Decontaination Systems for IWT Cage Washer,CAT51,,TYP01,,,Facility,InVivos,,,SL - Straight Line,30/12/2011,SGD,1,56642.17,56642.17,,,72,62,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,Facility,,2113-0001,,,,,,,,,,1-12113,,,,,,,
,,31/8/2013,,,,Bioquell - Room Bio-Decontamination Service for Breeding Room 3,CAT28,,TYP01,,,Facility,InVivos,,,SL - Straight Line,15/3/2013,SGD,1,12137.68,12137.68,,,207,201,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,Facility,,,,,,,,,,,,1-11207,,,,,,,
,,31/8/2013,,,,Bioquell - Room Bio-Decontamination Services ,CAT28,,TYP01,,,Facility,InVivos,,,SL - Straight Line,21/2/2013,SGD,1,227671.15,227671.15,,,208,201,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,Facility,,,,,,,,,,,,1-11207,,,,,,,
,,31/8/2013,,,,Bio-Safety Cabinet Class 2A Type II,CAT40,,TYP01,,,Facility,InVivos,,,SL - Straight Line,30/11/2012,SGD,1,13571.88,13571.88,,,96,86,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,Facility,,2107-0009,,,,,,,,,,1-12107,,,,,,,
,,31/8/2013,,,,BMS (Building Management System),CAT01,,TYP01,,,Facility,InVivos,,,SL - Straight Line,30/11/2012,SGD,1,1266844.76,1266844.76,,,84,74,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,Facility,,2213-0001,,,,,,,,,,1-12213,,,,,,,
,,31/8/2013,,,,Boat shape mtg room table ,CAT19,,TYP01,,,Meeting Room,InVivos,,,SL - Straight Line,2/8/2010,SGD,1,656.96,656.96,,,96,60,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,Admin,,5101-0045,,,,,,,,,,1-15101,,,,,,,
,,31/8/2013,,,,Boiler System,CAT06,,TYP01,,,Facility,InVivos,,,SL - Straight Line,30/11/2012,SGD,1,206014.79,206014.79,,,96,86,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,Facility,,2307-0001,,,,,,,,,,1-12307,,,,,,,
,,31/8/2013,,,,Boiler System,CAT06,,TYP01,,,Facility,InVivos,,,SL - Straight Line,30/11/2012,SGD,1,206014.79,206014.79,,,96,86,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,Facility,,2307-0002,,,,,,,,,,1-12307,,,,,,,
,,31/8/2013,,,,Bosch - Tumble dryer,CAT16,,TYP01,,,Washing machine at Support L2,InVivos,,,SL - Straight Line,25/9/2012,SGD,1,562.54,562.54,,,72,62,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,Facility,,2115-0002,,,,,,,,,,1-12115,,,,,,,
,,31/8/2013,,,,Brother Label Printer,CAT35,,TYP01,,,PROD,InVivos,,,SL - Straight Line,22/4/2013,SGD,1,1686.67,1686.67,,,60,55,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,PROD,,4103-0033,,,,,,,,,,1-14103,,,,,,,
,,31/8/2013,,,,Candy - Bagless vacuum clear,CAT16,,TYP01,,,Facility,InVivos,,,SL - Straight Line,25/9/2012,SGD,1,152.1,152.1,,,72,62,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,Facility,,2115-0012,,,,,,,,,,1-12115,,,,,,,
,,31/8/2013,,,,Candy - Front load washer,CAT16,,TYP01,,,Washing area at support L2,InVivos,,,SL - Straight Line,25/9/2012,SGD,1,482.06,482.06,,,72,62,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,Facility,,2115-0001,,,,,,,,,,1-12115,,,,,,,
,,31/8/2013,,,,Canon Projector LV7280     ,CAT35,,TYP01,,,Meeting room,InVivos,,,SL - Straight Line,15/9/2010,SGD,1,403.6,403.6,,,60,24,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,Admin,,4103-0001,,,,,,,,,,1-14103,,,,,,,
,,31/8/2013,,,,"Chameleon 1x2 flytrap light, 2x15 watt tubes ILT outright purchase and installation",CAT35,,TYP01,,,Facility,InVivos,,,SL - Straight Line,1/4/2013,SGD,1,290.16,290.16,,,60,55,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,Facility,,4103-0003,,,,,,,,,,1-14103,,,,,,,
,,31/8/2013,,,,"Chameleon 1x2 flytrap light, 2x15 watt tubes ILT outright purchase and installation",CAT35,,TYP01,,,Facility,InVivos,,,SL - Straight Line,1/4/2013,SGD,1,290.16,290.16,,,60,55,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,Facility,,4103-0004,,,,,,,,,,1-14103,,,,,,,
,,31/8/2013,,,,"Chameleon 1x2 flytrap light, 2x15 watt tubes ILT outright purchase and installation",CAT35,,TYP01,,,Facility,InVivos,,,SL - Straight Line,1/4/2013,SGD,1,290.16,290.16,,,60,55,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,Facility,,4103-0005,,,,,,,,,,1-14103,,,,,,,
,,31/8/2013,,,,"Chameleon 1x2 flytrap light, 2x15 watt tubes ILT outright purchase and installation",CAT35,,TYP01,,,Facility,InVivos,,,SL - Straight Line,1/4/2013,SGD,1,290.16,290.16,,,60,55,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,Facility,,4103-0006,,,,,,,,,,1-14103,,,,,,,
,,31/8/2013,,,,"Chameleon 1x2 flytrap light, 2x15 watt tubes ILT outright purchase and installation",CAT35,,TYP01,,,Facility,InVivos,,,SL - Straight Line,1/4/2013,SGD,1,290.16,290.16,,,60,55,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,Facility,,4103-0007,,,,,,,,,,1-14103,,,,,,,
,,31/8/2013,,,,"Chameleon 1x2 flytrap light, 2x15 watt tubes ILT outright purchase and installation",CAT35,,TYP01,,,Facility,InVivos,,,SL - Straight Line,1/4/2013,SGD,1,290.16,290.16,,,60,55,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,Facility,,4103-0008,,,,,,,,,,1-14103,,,,,,,
,,31/8/2013,,,,"Chameleon 1x2 flytrap light, 2x15 watt tubes ILT outright purchase and installation",CAT35,,TYP01,,,Facility,InVivos,,,SL - Straight Line,1/4/2013,SGD,1,290.16,290.16,,,60,55,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,Facility,,4103-0009,,,,,,,,,,1-14103,,,,,,,
,,31/8/2013,,,,"Chameleon 1x2 flytrap light, 2x15 watt tubes ILT outright purchase and installation",CAT35,,TYP01,,,Facility,InVivos,,,SL - Straight Line,1/4/2013,SGD,1,290.16,290.16,,,60,55,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,Facility,,4103-0010,,,,,,,,,,1-14103,,,,,,,
,,31/8/2013,,,,"Chameleon 1x2 flytrap light, 2x15 watt tubes ILT outright purchase and installation",CAT35,,TYP01,,,Facility,InVivos,,,SL - Straight Line,1/4/2013,SGD,1,290.16,290.16,,,60,55,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,Facility,,4103-0011,,,,,,,,,,1-14103,,,,,,,
,,31/8/2013,,,,"Chameleon 1x2 flytrap light, 2x15 watt tubes ILT outright purchase and installation",CAT35,,TYP01,,,Facility,InVivos,,,SL - Straight Line,1/4/2013,SGD,1,290.17,290.17,,,60,55,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,Facility,,4103-0012,,,,,,,,,,1-14103,,,,,,,
,,31/8/2013,,,,"Chameleon 1x2 flytrap light, 2x15 watt tubes ILT outright purchase and installation",CAT35,,TYP01,,,Facility,InVivos,,,SL - Straight Line,1/4/2013,SGD,1,290.17,290.17,,,60,55,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,Facility,,4103-0013,,,,,,,,,,1-14103,,,,,,,
,,31/8/2013,,,,"Chameleon 1x2 flytrap light, 2x15 watt tubes ILT outright purchase and installation",CAT35,,TYP01,,,Facility,InVivos,,,SL - Straight Line,1/4/2013,SGD,1,290.17,290.17,,,60,55,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,Facility,,4103-0014,,,,,,,,,,1-14103,,,,,,,
,,31/8/2013,,,,"Chameleon 1x2 flytrap light, 2x15 watt tubes ILT outright purchase and installation",CAT35,,TYP01,,,Facility,InVivos,,,SL - Straight Line,1/4/2013,SGD,1,290.17,290.17,,,60,55,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,Facility,,4103-0015,,,,,,,,,,1-14103,,,,,,,
,,31/8/2013,,,,"Chameleon 1x2 flytrap light, 2x15 watt tubes ILT outright purchase and installation",CAT35,,TYP01,,,Facility,InVivos,,,SL - Straight Line,1/4/2013,SGD,1,290.17,290.17,,,60,55,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,Facility,,4103-0016,,,,,,,,,,1-14103,,,,,,,
,,31/8/2013,,,,"Chameleon 1x2 flytrap light, 2x15 watt tubes ILT outright purchase and installation",CAT35,,TYP01,,,Facility,InVivos,,,SL - Straight Line,1/4/2013,SGD,1,290.17,290.17,,,60,55,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,Facility,,4103-0017,,,,,,,,,,1-14103,,,,,,,
,,31/8/2013,,,,"Chameleon 1x2 flytrap light, 2x15 watt tubes ILT outright purchase and installation",CAT35,,TYP01,,,Facility,InVivos,,,SL - Straight Line,1/4/2013,SGD,1,290.17,290.17,,,60,55,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,Facility,,4103-0018,,,,,,,,,,1-14103,,,,,,,
,,31/8/2013,,,,"Chameleon 1x2 flytrap light, 2x15 watt tubes ILT outright purchase and installation",CAT35,,TYP01,,,Facility,InVivos,,,SL - Straight Line,1/4/2013,SGD,1,290.17,290.17,,,60,55,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,Facility,,4103-0019,,,,,,,,,,1-14103,,,,,,,
,,31/8/2013,,,,"Chameleon 1x2 flytrap light, 2x15 watt tubes ILT outright purchase and installation",CAT35,,TYP01,,,Facility,InVivos,,,SL - Straight Line,1/4/2013,SGD,1,290.17,290.17,,,60,55,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,Facility,,4103-0020,,,,,,,,,,1-14103,,,,,,,
,,31/8/2013,,,,"Chameleon 1x2 flytrap light, 2x15 watt tubes ILT outright purchase and installation",CAT35,,TYP01,,,Facility,InVivos,,,SL - Straight Line,1/4/2013,SGD,1,290.17,290.17,,,60,55,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,Facility,,4103-0021,,,,,,,,,,1-14103,,,,,,,
,,31/8/2013,,,,"Chameleon 1x2 flytrap light, 2x15 watt tubes ILT outright purchase and installation",CAT35,,TYP01,,,Facility,InVivos,,,SL - Straight Line,1/4/2013,SGD,1,290.17,290.17,,,60,55,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,Facility,,4103-0022,,,,,,,,,,1-14103,,,,,,,
,,31/8/2013,,,,"Chameleon 1x2 flytrap light, 2x15 watt tubes ILT outright purchase and installation",CAT35,,TYP01,,,Facility,InVivos,,,SL - Straight Line,1/4/2013,SGD,1,290.17,290.17,,,60,55,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,Facility,,4103-0023,,,,,,,,,,1-14103,,,,,,,
,,31/8/2013,,,,"Chameleon 1x2 flytrap light, 2x15 watt tubes ILT outright purchase and installation",CAT35,,TYP01,,,Facility,InVivos,,,SL - Straight Line,1/4/2013,SGD,1,290.17,290.17,,,60,55,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,Facility,,4103-0024,,,,,,,,,,1-14103,,,,,,,
,,31/8/2013,,,,"Chameleon 1x2 flytrap light, 2x15 watt tubes ILT outright purchase and installation",CAT35,,TYP01,,,Facility,InVivos,,,SL - Straight Line,1/4/2013,SGD,1,290.17,290.17,,,60,55,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,Facility,,4103-0025,,,,,,,,,,1-14103,,,,,,,
,,31/8/2013,,,,"Chameleon 1x2 flytrap light, 2x15 watt tubes ILT outright purchase and installation",CAT35,,TYP01,,,Facility,InVivos,,,SL - Straight Line,1/4/2013,SGD,1,290.17,290.17,,,60,55,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,Facility,,4103-0026,,,,,,,,,,1-14103,,,,,,,
,,31/8/2013,,,,"Chameleon 1x2 flytrap light, 2x15 watt tubes ILT outright purchase and installation",CAT35,,TYP01,,,Facility,InVivos,,,SL - Straight Line,1/4/2013,SGD,1,290.17,290.17,,,60,55,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,Facility,,4103-0027,,,,,,,,,,1-14103,,,,,,,
,,31/8/2013,,,,"Chameleon 1x2 flytrap light, 2x15 watt tubes ILT outright purchase and installation",CAT35,,TYP01,,,Facility,InVivos,,,SL - Straight Line,1/4/2013,SGD,1,290.17,290.17,,,60,55,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,Facility,,4103-0028,,,,,,,,,,1-14103,,,,,,,
,,31/8/2013,,,,"Chameleon 1x2 flytrap light, 2x15 watt tubes ILT outright purchase and installation",CAT35,,TYP01,,,Facility,InVivos,,,SL - Straight Line,1/4/2013,SGD,1,290.17,290.17,,,60,55,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,Facility,,4103-0029,,,,,,,,,,1-14103,,,,,,,
,,31/8/2013,,,,"Chameleon 1x2 flytrap light, 2x15 watt tubes ILT outright purchase and installation",CAT35,,TYP01,,,Facility,InVivos,,,SL - Straight Line,1/4/2013,SGD,1,290.17,290.17,,,60,55,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,Facility,,4103-0030,,,,,,,,,,1-14103,,,,,,,
,,31/8/2013,,,,"Chameleon 1x2 flytrap light, 2x15 watt tubes ILT outright purchase and installation",CAT35,,TYP01,,,Facility,InVivos,,,SL - Straight Line,1/4/2013,SGD,1,290.17,290.17,,,60,55,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,Facility,,4103-0031,,,,,,,,,,1-14103,,,,,,,
,,31/8/2013,,,,Clean Gas (IG100) Extinguishing System for Server Room,CAT09,,TYP01,,,Facility,InVivos,,,SL - Straight Line,30/11/2012,SGD,1,25662.14,25662.14,,,84,74,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,Facility,,2203-0001,,,,,,,,,,1-12203,,,,,,,
,,31/8/2013,,,,Clean room chair (urethane stool),CAT19,,TYP01,,,Breeding room entry,InVivos,,,SL - Straight Line,29/1/2013,SGD,1,595.83,595.83,,,96,88,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,PROD,,5101-0194,,,,,,,,,,1-15101,,,,,,,
,,31/8/2013,,,,Clean room chair (urethane stool),CAT19,,TYP01,,,Breeding room entry,InVivos,,,SL - Straight Line,29/1/2013,SGD,1,595.83,595.83,,,96,88,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,PROD,,5101-0195,,,,,,,,,,1-15101,,,,,,,
,,31/8/2013,,,,Clean room chair (urethane stool),CAT19,,TYP01,,,Breeding room entry,InVivos,,,SL - Straight Line,29/1/2013,SGD,1,595.83,595.83,,,96,88,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,PROD,,5101-0196,,,,,,,,,,1-15101,,,,,,,
,,31/8/2013,,,,Clean room chair (urethane stool),CAT19,,TYP01,,,Breeding room entry,InVivos,,,SL - Straight Line,29/1/2013,SGD,1,595.83,595.83,,,96,88,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,PROD,,5101-0197,,,,,,,,,,1-15101,,,,,,,
,,31/8/2013,,,,Clean room chair (urethane stool),CAT19,,TYP01,,,Breeding room entry,InVivos,,,SL - Straight Line,29/1/2013,SGD,1,595.83,595.83,,,96,88,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,PROD,,5101-0198,,,,,,,,,,1-15101,,,,,,,
,,31/8/2013,,,,Clean room chair (urethane stool),CAT19,,TYP01,,,Breeding room entry,InVivos,,,SL - Straight Line,29/1/2013,SGD,1,595.83,595.83,,,96,88,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,PROD,,5101-0199,,,,,,,,,,1-15101,,,,,,,
,,31/8/2013,,,,Clean room chair (urethane stool),CAT19,,TYP01,,,Breeding room entry,InVivos,,,SL - Straight Line,29/1/2013,SGD,1,595.83,595.83,,,96,88,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,PROD,,5101-0200,,,,,,,,,,1-15101,,,,,,,
,,31/8/2013,,,,Clean room chair (urethane stool),CAT19,,TYP01,,,Breeding room entry,InVivos,,,SL - Straight Line,29/1/2013,SGD,1,595.83,595.83,,,96,88,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,PROD,,5101-0201,,,,,,,,,,1-15101,,,,,,,
,,31/8/2013,,,,Clean room chair (urethane stool),CAT19,,TYP01,,,Breeding room entry,InVivos,,,SL - Straight Line,29/1/2013,SGD,1,595.83,595.83,,,96,88,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,PROD,,5101-0202,,,,,,,,,,1-15101,,,,,,,
,,31/8/2013,,,,Clean room chair (urethane stool),CAT19,,TYP01,,,Breeding room entry,InVivos,,,SL - Straight Line,29/1/2013,SGD,1,595.83,595.83,,,96,88,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,PROD,,5101-0203,,,,,,,,,,1-15101,,,,,,,
,,31/8/2013,,,,Clean room chair (urethane stool),CAT19,,TYP01,,,Breeding room entry,InVivos,,,SL - Straight Line,29/1/2013,SGD,1,595.83,595.83,,,96,88,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,PROD,,5101-0204,,,,,,,,,,1-15101,,,,,,,
,,31/8/2013,,,,Clean room chair (urethane stool),CAT19,,TYP01,,,Breeding room entry,InVivos,,,SL - Straight Line,29/1/2013,SGD,1,595.83,595.83,,,96,88,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,PROD,,5101-0205,,,,,,,,,,1-15101,,,,,,,
,,31/8/2013,,,,Clean room chair (urethane stool),CAT19,,TYP01,,,Breeding room entry,InVivos,,,SL - Straight Line,29/1/2013,SGD,1,595.83,595.83,,,96,88,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,PROD,,5101-0206,,,,,,,,,,1-15101,,,,,,,
,,31/8/2013,,,,Clean room chair (urethane stool),CAT19,,TYP01,,,Breeding room entry,InVivos,,,SL - Straight Line,29/1/2013,SGD,1,595.83,595.83,,,96,88,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,PROD,,5101-0207,,,,,,,,,,1-15101,,,,,,,
,,31/8/2013,,,,Clean room chair (urethane stool),CAT19,,TYP01,,,Breeding room entry,InVivos,,,SL - Straight Line,29/1/2013,SGD,1,595.83,595.83,,,96,88,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,PROD,,5101-0208,,,,,,,,,,1-15101,,,,,,,
,,31/8/2013,,,,Clean room chair (urethane stool),CAT19,,TYP01,,,Breeding room entry,InVivos,,,SL - Straight Line,29/1/2013,SGD,1,595.83,595.83,,,96,88,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,PROD,,5101-0209,,,,,,,,,,1-15101,,,,,,,
,,31/8/2013,,,,Clean room chair (urethane stool),CAT19,,TYP01,,,Breeding room entry,InVivos,,,SL - Straight Line,29/1/2013,SGD,1,595.83,595.83,,,96,88,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,PROD,,5101-0210,,,,,,,,,,1-15101,,,,,,,
,,31/8/2013,,,,Clean room chair (urethane stool),CAT19,,TYP01,,,Breeding room entry,InVivos,,,SL - Straight Line,29/1/2013,SGD,1,595.83,595.83,,,96,88,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,PROD,,5101-0211,,,,,,,,,,1-15101,,,,,,,
,,31/8/2013,,,,CO2 System,CAT10,,TYP01,,,Facility,InVivos,,,SL - Straight Line,31/5/2012,SGD,1,100664.79,100664.79,,,96,86,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,Facility,,2309-0001,,,,,,,,,,1-12309,,,,,,,
,,31/8/2013,,,,Coffee table - wooden type with glass,CAT19,,TYP01,,,Reception Area,InVivos,,,SL - Straight Line,29/1/2013,SGD,1,1100,1100,,,96,88,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,Admin,,5101-0139,,,,,,,,,,1-15101,,,,,,,
,,31/8/2013,,,,Compressed Dry Air System c/w with 2 units of Dessicant Air Dryer and 2 Air Receivers,CAT12,,TYP01,,,Facility,InVivos,,,SL - Straight Line,1/6/2012,SGD,1,128023.54,128023.54,,,96,86,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,Facility,,2311-0001,,,,,,,,,,1-12311,,,,,,,
,,31/8/2013,,,,Compressed Dry Air System c/w with 2 units of Dessicant Air Dryer and 2 Air Receivers,CAT12,,TYP01,,,Facility,InVivos,,,SL - Straight Line,2/6/2012,SGD,1,128023.54,128023.54,,,96,86,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,Facility,,2311-0002,,,,,,,,,,1-12311,,,,,,,
,,31/8/2013,,,,Custom build drawing cabinet c/w heavy duty mechanism,CAT19,,TYP01,,,FMM ,InVivos,,,SL - Straight Line,29/1/2013,SGD,1,4125,4125,,,96,88,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,FMS,,5101-0217,,,,,,,,,,1-15101,,,,,,,
,,31/8/2013,,,,Custom build full height swing door cabinet,CAT19,,TYP01,,,Customer service document storage,InVivos,,,SL - Straight Line,29/1/2013,SGD,1,5390,5390,,,96,88,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,BD,,5101-0192,,,,,,,,,,1-15101,,,,,,,
,,31/8/2013,,,,Custom build full height swing door cabinet,CAT19,,TYP01,,,Finance document storage,InVivos,,,SL - Straight Line,29/1/2013,SGD,1,8506.67,8506.67,,,96,88,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,FIN,,5101-0193,,,,,,,,,,1-15101,,,,,,,
,,31/8/2013,,,,Custom build low swing door cabinet ,CAT19,,TYP01,,,Managing Director,InVivos,,,SL - Straight Line,29/1/2013,SGD,1,1815,1815,,,96,88,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,MO,,5101-0151,,,,,,,,,,1-15101,,,,,,,
,,31/8/2013,,,,Custom build low swing door cabinet ,CAT19,,TYP01,,,Finance,InVivos,,,SL - Straight Line,29/1/2013,SGD,1,1980,1980,,,96,88,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,FIN,,5101-0158,,,,,,,,,,1-15101,,,,,,,
,,31/8/2013,,,,Custom build open shelf cabinet,CAT19,,TYP01,,,Pantry,InVivos,,,SL - Straight Line,29/1/2013,SGD,1,5729.17,5729.17,,,96,88,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,Admin,,5101-0140,,,,,,,,,,1-15101,,,,,,,
,,31/8/2013,,,,Custom build rectangular table c/w pull out tray for cpu,CAT19,,TYP01,,,BMS/EM Tech Room,InVivos,,,SL - Straight Line,29/1/2013,SGD,1,2181.67,2181.67,,,96,88,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,FMS,,5101-0219,,,,,,,,,,1-15101,,,,,,,
,,31/8/2013,,,,Custom build rectangular table L2000mm x W600mm,CAT19,,TYP01,,,Security room,InVivos,,,SL - Straight Line,29/1/2013,SGD,1,1540,1540,,,96,88,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,Security,,5101-0099,,,,,,,,,,1-15101,,,,,,,
,,31/8/2013,,,,Custom build top hang cabinet,CAT19,,TYP01,,,FMM ,InVivos,,,SL - Straight Line,29/1/2013,SGD,1,770,770,,,96,88,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,FMS,,5101-0218,,,,,,,,,,1-15101,,,,,,,
,,31/8/2013,,,,Custom built top hang cabinet,CAT19,,TYP01,,,BMS/EM Tech Room,InVivos,,,SL - Straight Line,29/1/2013,SGD,1,3116.67,3116.67,,,96,88,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,FMS,,5101-0220,,,,,,,,,,1-15101,,,,,,,
,,31/8/2013,,,,Custom make 304 stainless steel tray for cage with G16 10mm mesh.,CAT08,,TYP01,,,Facility,InVivos,,,SL - Straight Line,24/7/2013,SGD,1,2333.33,2333.33,,,72,70,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,Facility,,,,,,,,,,,,1-12103,,,,,,,
,,31/8/2013,,,,Custom make 304 stainless steel tray for cage with G16 10mm mesh/,CAT08,,TYP01,,,Facility,InVivos,,,SL - Straight Line,3/6/2013,SGD,1,2300,2300,,,72,69,,,,,,,,,,,,In Use,,,,,,,,,,,,,,,,,,,Facility,,,,,,,,,,,,1-12103,,,,,,,
